Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
Gold Diggers: The Secret of Bear Mountain,Kevin James Dobson,Christina Ricci,1995,6.0,57.1,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BOTc1NjA0YzYtYmFhYS00ZThkLWEzNzctODM3OTE2MmM4N2IyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Mysterious Island,Cy Endfield,Michael Craig,1961,6.7,57.1,Approved,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYmQ3MDgzYjctMWQzMy00MzhjLThhMDgtYTNkYzJmNDU1N2EyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",101.0
Lunana: A Yak in the Classroom,Pawo Choyning Dorji,Sherab Dorji,2019,7.5,76.0,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BZDI5Y2JjMWQtYTgxOS00OWRmLWJlOGMtZDg3NThjNTdhNWU5XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Judy Moody and the Not Bummer Summer,John Schultz,Jordana Beatty,2011,4.3,37.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMjA4NDc0NzI5OV5BMl5BanBnXkFtZTcwMjc0MDA4NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Kung Fu Yoga,Stanley Tong,Jackie Chan,2017,5.2,50.0,Not Rated,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNTAxZTQ4MmMtNDU2OS00NGRhLTllMmItZDQwODZlNTdjYzQyL2ltYWdlXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Iron Will,Charles Haid,Mackenzie Astin,1994,6.6,56.0,PG,Adventure,Family,Family,"https://m.media-amazon.com/images/M/MV5BMDdmMDU4MDItOWU1Ni00MzRiLWEyMjAtOGZlMTZhNzFiNDI1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",108.0
Trouble,Kevin Johnson,Big Sean,2019,5.8,57.1,TV-Y7,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYzk5NTEyZTUtNWM0ZC00ZWMzLTk2ZTMtMDRhMWJiNzJkYmJiXkEyXkFqcGdeQXVyNzQ3MTA4MDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
The Adventures of Huck Finn,Stephen Sommers,Elijah Wood,1993,6.2,57.1,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BN2U3MzY3YmItNTY1ZS00ZmJlLWFlYjUtMjc4MmMzOTM4ODZhXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Babes in Toyland,Jack Donohue,Ray Bolger,1961,6.1,55.0,Approved,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZjdlNmEzOTQtNjhlMS00MDZiLTk2YjUtMWEzMzI3ODc4MDVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",106.0
The Court Jester,Melvin Frank,Danny Kaye,1955,7.8,57.1,Approved,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYjY4MjI3YjgtZGIzNi00NzlmLTliNjMtMDRkNGU3YjFmMmZjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",101.0
The Secret of Roan Inish,John Sayles,Jeni Courtney,1994,7.4,80.0,PG,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMDQ1NzY2YTMtYTAwMC00N2UyLTgwOGMtYmM0ZWMxMjkwYTY2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",103.0
Thunderstruck,John Whitesell,Kevin Durant,2012,5.1,57.1,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMjI3OTIwMjk0NV5BMl5BanBnXkFtZTcwNzYyOTAxOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Prom,Joe Nussbaum,Aimee Teegarden,2011,5.4,50.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTQyNDcyODI2NV5BMl5BanBnXkFtZTcwMTA3NTAzNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Secret of the Wings,Bobs Gannaway,Mae Whitman,2012,7.0,57.1,G,Animation,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNTUwYTI2MmUtZGU4Mi00M2FlLWI1MTItMWY2NWQ3Mzc5N2E4XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UY281_CR16,0,190,281_.jpg",75.0
The Santa Clause 2,Michael Lembeck,Tim Allen,2002,5.7,48.0,G,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
A Kid in King Arthur's Court,Michael Gottlieb,Thomas Ian Nicholas,1995,4.7,34.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BODc0ZGUyNDYtNTE3MS00YzVhLWFmY2QtZGVlNjFmMjkyNjhlXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UX190_CR0,2,190,281_.jpg",89.0
The Journey of Natty Gann,Jeremy Kagan,Meredith Salenger,1985,7.0,66.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BY2YwNDA0ZTQtOWE2NS00ZWNjLTlmNzgtMjI1NjM0N2MwY2FkXkEyXkFqcGdeQXVyMTYwMTcxOTYy._V1_QL75_UX190_CR0,2,190,281_.jpg",101.0
Asterix and Obelix vs. Caesar,Claude Zidi,Christian Clavier,1999,6.0,57.1,Not Rated,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTk5MTQ2NzI3MF5BMl5BanBnXkFtZTYwOTgwNDc5._V1_QL75_UY281_CR5,0,190,281_.jpg",109.0
Follow That Bird,Ken Kwapis,Caroll Spinney,1985,6.7,59.0,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BM2NkY2U0MTUtYWEwZS00M2IwLWEwODktZGIwMmRlZTE1ZDAyXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",88.0
My Father and My Son,Çagan Irmak,Çetin Tekindor,2005,8.2,57.1,Not Rated,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",112.0
Hoodwinked Too! Hood vs. Evil,Mike Disa,Hayden Panettiere,2011,4.7,20.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZmNkZTE4YzQtNzI1NS00OGZlLWFjYjYtY2VlODMwMWEwYzE0XkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
"Big Mommas: Like Father, Like Son",John Whitesell,Martin Lawrence,2011,4.4,22.0,PG-13,Action,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BMzU2MTk5NzkzNV5BMl5BanBnXkFtZTcwMjU5MzgwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
The Thief of Bagdad,Ludwig Berger,Conrad Veidt,1940,7.4,57.1,Approved,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZmJjNTI5OWMtZjgyNy00ZDcyLWIxMmUtMDIzZmMxYWUxNjJjXkEyXkFqcGdeQXVyMTY1NDU3NjI5._V1_QL75_UY281_CR6,0,190,281_.jpg",106.0
When the Game Stands Tall,Thomas Carter,Jim Caviezel,2014,6.6,41.0,PG,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTQ5NDMzOTI3MV5BMl5BanBnXkFtZTgwMjU4MTMyMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",115.0
Catch That Kid,Bart Freundlich,Kristen Stewart,2004,5.2,33.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjI1NDE2ODc2NV5BMl5BanBnXkFtZTgwNTE3MDYyMDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",91.0
House Arrest,Harry Winer,Jamie Lee Curtis,1996,5.8,57.1,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BYWJiMGU3ODItMWRiZi00MjFjLWE1ZWItM2U1YTY5NmViMjk2XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Igor,Tony Leondis,John Cusack,2008,5.9,40.0,PG,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTY2OTMzMjQ3Ml5BMl5BanBnXkFtZTcwNDUxMTE3MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",87.0
New York Minute,Dennie Gordon,Mary-Kate Olsen,2004,4.9,33.0,PG,Adventure,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",91.0
Bandslam,Todd Graff,Aly Michalka,2009,6.3,66.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTg0MDI4MTIzMV5BMl5BanBnXkFtZTcwMDU5MjI2Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0
All About Steve,Phil Traill,Sandra Bullock,2009,4.8,17.0,PG-13,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Yankee Doodle Dandy,Michael Curtiz,James Cagney,1942,7.6,89.0,Approved,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",126.0
Hoot,Wil Shriner,Logan Lerman,2006,5.5,46.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMzM0YjE2ZmMtOGZlMS00NGUwLThmZDQtMzU1MDlkYTdkYjQwXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
The Chipmunk Adventure,Janice Karman,Ross Bagdasarian Jr.,1987,7.2,57.1,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYTQ3NjA1MjgtMjYzMC00ZTAyLThiZTgtMjVkMDU0ODMxYmEzXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",77.0
The Railway Children,Lionel Jeffries,Dinah Sheridan,1970,7.3,57.1,G,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTdmYTJjY2ItMjRlNC00OTdmLWI3MWEtOTcxNTI2NmU4ZGRhXkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg",109.0
The Thief and the Cobbler,Richard Williams,Vincent Price,1993,7.1,57.1,G,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMzI0NzQ4YjMtNDhmZS00MjI3LWIzOGYtNDg1NjZiNjE5YmVmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",99.0
The Santa Clause 3: The Escape Clause,Michael Lembeck,Tim Allen,2006,4.8,32.0,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
The Rugrats Movie,Igor Kovalyov,Elizabeth Daily,1998,5.9,62.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZjNiMWE1M2ItMTdlNi00NmZiLWEwYzctODJiMjU1MmY0MTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",79.0
Trollhunters: Rise of the Titans,Johane Matte,Steve Alterman,2021,6.6,57.1,TV-Y7,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZjFkODAxZjEtMTYzMy00NzNmLWJhNjItOWFmNmY1NThjYzgwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Muppets from Space,Tim Hill,Dave Goelz,1999,6.2,53.0,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg",87.0
The Tale of Despereaux,Sam Fell,Matthew Broderick,2008,6.1,53.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Christmas with the Kranks,Joe Roth,Tim Allen,2004,5.5,22.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Wildfire: The Legend of the Cherokee Ghost Horse,Eric Parkinson,Anne Heche,2023,7.7,57.1,PG,Family,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTg2OTcwNDYtMDM2NS00ZWE0LTlkZjEtOTM5YTEzZTg4MmFlXkEyXkFqcGdeQXVyMjgzODgyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Dreamer,John Gatins,Kurt Russell,2005,6.8,59.0,PG,Drama,Family,Sport,"https://m.media-amazon.com/images/M/MV5BY2NjNjJkOTQtOTU1Ny00ZWYxLWFjOWYtYjZkOTg4MWU1MGYwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Next Gen,Kevin R. Adams,John Krasinski,2018,6.6,57.1,TV-PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTU0MjAwMDkxNV5BMl5BanBnXkFtZTgwMTA4ODIxNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Buckley's Chance,Tim Brown,Bill Nighy,2021,5.6,57.1,PG,Family,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BYTQ2NjhjY2MtNDk0Zi00NTIyLTkwZTktY2U5Mzk5NDk3MmZkXkEyXkFqcGdeQXVyNTEyMjI5NA@@._V1_QL75_UY281_CR2,0,190,281_.jpg",100.0
Son of Rambow,Garth Jennings,Bill Milner,2007,7.0,66.0,PG-13,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTM1MjM0ODc5N15BMl5BanBnXkFtZTcwMjMxMDg1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
The Country Bears,Peter Hastings,Haley Joel Osment,2002,4.3,37.0,G,Comedy,Family,Music,"https://m.media-amazon.com/images/M/MV5BMTk0ODU4NDUwOF5BMl5BanBnXkFtZTYwNTI0MTk2._V1_QL75_UX190_CR0,1,190,281_.jpg",88.0
The Christmas Chronicles,Clay Kaytis,Kurt Russell,2018,7.0,52.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNTA3NjU3OTM2MV5BMl5BanBnXkFtZTgwNjQ2MzE1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Mighty Morphin Power Rangers: Once & Always,Charlie Haskell,Walter Jones,2023,5.7,62.0,TV-Y7-FV,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTlmNzdiOWUtZmZiYi00ODkyLTk5ZGMtMTcwNzk1MmNjNjZiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",55.0
Maquia: When the Promised Flower Blooms,Masakazu Hashimoto,Manaka Iwami,2018,7.4,72.0,Not Rated,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BZWI0MzZkMTEtZTBlZC00MTE0LWJmYmQtZDhhYmY1ZjAxNDBlXkEyXkFqcGdeQXVyNjYxNzY5MjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",115.0
The Courtship of Eddie's Father,Vincente Minnelli,Glenn Ford,1963,6.8,57.1,Approved,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTI5NTc3MjAzN15BMl5BanBnXkFtZTYwOTUwNjk5._V1_QL75_UY281_CR2,0,190,281_.jpg",118.0
The Perfect Man,Mark Rosman,Hilary Duff,2005,5.4,27.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BZjQ1ZTk0MmMtOWQxZC00ZmFjLWFiY2YtZGZkZGZlYTY4NDZjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR0,0,190,281_.jpg",100.0
Middle School: The Worst Years of My Life,Steve Carr,Griffin Gluck,2016,6.1,51.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_QL75_UX190_CR0,10,190,281_.jpg",92.0
First Kid,David Mickey Evans,Sinbad,1996,5.2,48.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
3 Ninjas: Knuckle Up,Shin Sang-ok,Victor Wong,1995,4.3,39.0,PG-13,Action,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BM2ZhNGEwNGYtZDIwOC00MjcwLTgyNGEtMjlhZDFjY2JmNWIyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",85.0
Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,Bette Midler,2010,4.4,30.0,PG,Action,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTYwNTk2NTc3OV5BMl5BanBnXkFtZTcwMDUwMzgyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",82.0
The Perfect Game,William Dear,Clifton Collins Jr.,2009,6.9,42.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTI1MTgzMTk1OF5BMl5BanBnXkFtZTcwNDY3Nzk3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,Wataru Takahashi,Arapon,2018,6.3,57.1,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMGEwMTVkYmMtY2E0Ny00MWY1LTgwN2YtZmE2OGExYmQyYWQyXkEyXkFqcGdeQXVyODMxNzcyNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",100.0
Darby O'Gill and the Little People,Robert Stevenson,Albert Sharpe,1959,7.1,80.0,G,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BN2VmYjI5YWYtODlkOS00ZjE4LWIzYTItMmQ1ZGJiMzk3MjcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,2,190,281_.jpg",93.0
Planes: Fire & Rescue,Bobs Gannaway,Dane Cook,2014,5.9,48.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",83.0
Jem and the Holograms,Jon M. Chu,Aubrey Shea,2015,4.2,42.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjIxMDI1MTI2M15BMl5BanBnXkFtZTgwODYzODc2NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Free Willy 2: The Adventure Home,Dwight H. Little,Jason James Richter,1995,5.1,57.1,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZmZlNDBmMzctNmJiOC00YWZkLTk4MzYtOTU4NzZkMmUxMDRjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",95.0
The Breadwinner,Nora Twomey,Saara Chaudry,2017,7.7,78.0,PG-13,Animation,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMWM2MzQ4YTAtMTBkZS00ODA1LWFmNTEtMjEwNzk3ZGJiZDc3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UY281_CR1,0,190,281_.jpg",94.0
Jack Frost,Troy Miller,Michael Keaton,1998,5.4,40.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODNmYTQ2YWUtZjMxOS00NzM0LTgyZDQtM2ZmNDVjODlhMzdlXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_QL75_UY281_CR0,0,190,281_.jpg",101.0
Homeward Bound II: Lost in San Francisco,David R. Ellis,Michael J. Fox,1996,5.9,57.1,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYmU1NzY1YTUtZTM1ZS00NzE0LTg4YzMtYTYxZWM1MzA2MWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",88.0
Penguin Bloom,Glendyn Ivin,Naomi Watts,2020,6.8,54.0,TV-14,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYTkwZWZkZDgtOTAyMS00NDM4LTgyMWQtMDQxOTY2ZTRmNzRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Asterix at the Olympic Games,Frédéric Forestier,Gérard Depardieu,2008,5.2,57.1,Not Rated,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTg1MzkwMzg2Ml5BMl5BanBnXkFtZTcwNTg4MzQ4MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.0
Dunston Checks In,Ken Kwapis,Jason Alexander,1996,5.4,54.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",88.0
Escape from Planet Earth,Cal Brunker,Brendan Fraser,2012,5.8,35.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",89.0
How to Eat Fried Worms,Bob Dolman,Luke Benward,2006,5.3,56.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTc0MzgwNjcyOV5BMl5BanBnXkFtZTcwNjE3ODQzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",84.0
That Darn Cat!,Robert Stevenson,Hayley Mills,1965,6.7,71.0,G,Comedy,Crime,Family,"https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX190_CR0,3,190,281_.jpg",116.0
Missing Link,Chris Butler,Hugh Jackman,2019,6.7,68.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMWFmNWZmZWYtMWM3OC00YTYyLWIxNDMtOTRjNzhiYWQ0MDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Max Keeble's Big Move,Tim Hill,Alex D. Linz,2001,5.4,40.0,PG,Comedy,Crime,Family,"https://m.media-amazon.com/images/M/MV5BNjQ4YWEyZTEtNDBjZS00Zjc5LWJlOWEtMTRiYjQxNTc2M2I1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,1,190,281_.jpg",86.0
Pippi Longstocking,Olle Hellbom,Inger Nilsson,1969,7.0,57.1,G,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BZTk1MWJmMzEtMTkzYi00MjY3LTkxYjMtYTZmMWYyNDQ5MmNiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",99.0
Black Beauty,Caroline Thompson,Sean Bean,1994,6.6,57.1,G,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",88.0
Million Dollar Arm,Craig Gillespie,Jon Hamm,2014,7.0,56.0,PG,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0
The Girl Who Leapt Through Time,Mamoru Hosoda,Riisa Naka,2006,7.7,66.0,TV-PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNjhiN2FjMWUtMDAyMi00ODJkLWE3MDgtODJlYTA1NDk5M2MyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",98.0
Mars Needs Moms,Simon Wells,Seth Green,2011,5.4,49.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Little Women,Mervyn LeRoy,June Allyson,1949,7.2,61.0,Approved,Drama,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMzg3YjBkYTMtNzUyNy00Y2MwLWJhZTktNDRmMmRhOTMyMjhhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",122.0
G for Gap,Fei Long,Ge Hu,2024,7.2,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYTk1OTEwNTEtMTAxZi00OTUwLThlMjItOGNlMDIxYzgyMTIxXkEyXkFqcGdeQXVyNjMzOTMzMDM@._V1_QL75_UX190_CR0,2,190,281_.jpg",100.0
The Forger,Lawrence Roeck,Lauren Bacall,2012,5.3,57.1,PG-13,Drama,Family,Mystery,"https://m.media-amazon.com/images/M/MV5BMjAxOTA5MzIxMV5BMl5BanBnXkFtZTcwOTI3OTk2Nw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",94.0
